time,transcript
03:13,by receiving team sounded like 55 and
03:19,that's Paul Warlow
03:21,it was guilty of a hold
03:24,that's who it's against and here's Matt
03:25,Ryan and Troy
03:27,you know better than anybody it's what
03:29,you do in the big games it's what you do
03:31,in a game like this he came into this
03:33,postseason with a career record of one
03:35,and four
03:36,he's been outstanding getting to this
03:40,Super Bowl it really has he's done a
03:42,great job protecting the football he's
03:44,been awfully good through the two
03:45,playoff games and you can just imagine
03:47,the emotion that's going through him
03:50,right now
03:50,as he's about to take his first snap in
03:53,the Super Bowl and when you think about
03:54,Matt Ryan the only thing that has kept
03:56,him from being mentioned with the
03:58,Great's in the game on a consistent
04:00,basis his
04:02,Lombardi Trophy name is the NFL's MVP
04:05,last night starting from the 8th
04:10,Freeman on a toss running left
04:13,Matthews good start and Freeman breaks
04:16,loose Devonta Freeman welcome to the
04:19,Superbowl out to the 45 brought down by
04:22,Malcolm Butler in a carry of 37
04:27,excellent blocking here Jake Matthews
04:30,comes out you can see Julio Jones he
04:32,seals the inside they're able to stretch
04:34,it and then Devonta Freeman hits it
04:36,going north and south it's one of the
04:39,things about this running game for the
04:41,Falcons in visiting with Kyle Shanahan
04:44,he says he's got to be able to run it on
04:47,the perimeter and that's hard to do
04:49,against his Patriots defense but they do
04:51,it on the first one when they eight to
04:53,the 45 and one
04:55,it's another crack addict
04:58,Devante framelit on first time gets
05:00,three let's go back to that previous
05:02,carry by Freeman and see the blocking by
05:05,Julio Jones he's a complete receiver and
05:07,all the things that he's able to do
05:09,within the passing game and then to be
05:11,able to come up and make T blocks like
05:14,that he's a terrific player has played
05:16,through a lot but that was a great start
05:18,this Falcons office without Freeman
05:20,comes out the other half of this great
05:22,and antenna
05:24,second-tier players from in
05:26,comes in
05:36,takes it into New England territory
05:39,Patrick Shawn on the stop the gate of
05:41,three look at the skill players and
05:44,they've got a lot of them touchdown
05:46,passes from Matt Bryan 13 different
05:49,players during the course of the regular
05:52,season that's an NFL record and you talk
05:54,about Matt Ryan end of the year that
05:56,he's had well why is that because we
05:59,went out and really brought in some
06:01,quality players at the skilled position
06:03,with Mohamed Sanu Taylor Gabriel
06:05,and then of course pairing them up with
06:07,these running backs
06:09,weapon
06:11,the offensive side get the belt
06:13,chanting comment at the top of the
06:15,screen on 3rd and 4 Ryan and troubling
06:19,[Applause]
06:23,was down this is no fumble the tray
06:27,flowers made the play and it's fourth
06:30,down for Atlanta
06:32,a loss of 12 on that sack and tray
06:35,flowers has been playing brilliant
06:37,football
06:38,he sure has he came on awfully well as
06:41,the season progressed it was limited
06:43,last year and just physical with these
06:46,wide receivers at least initially Matt
06:48,Ryan was working to his right and then
06:51,flowers just able to beat Jake Matthews
06:53,and get to Matt Ryan and he clearly down
06:57,so no fumble good call and he was Carl
07:00,Jeffers the referee who made the call so
07:03,now the punt from Basia
07:06,drive it started stalls but washer hits
07:12,a beauty back inside
07:14,around the 6:00
07:17,stop short of the 10 and the first guy
07:20,there was Justin Hardy after a 55 yard
07:24,punt besides having once there's no
07:27,score early back to work
07:29,Tom Brady 60 ambassador encouraging kids
07:34,to get active for 60 minutes a day hey
07:37,lark gentleman down at the 10 here's a
07:39,handoff to Edelman
07:43,[Applause]
07:45,no flag
07:48,gets up yelling at the official dean of
07:52,to since if you watch New England and
07:55,you as you see the end of this play here
07:59,Veon Jones comes in and is able to get a
08:02,hit on him at the end of it crowd didn't
08:03,like it but to open up this game New
08:06,England spreads out the Falcons they try
08:08,to throw the football they come back on
08:10,that first down there with two tight
08:12,ends hand the ball to Edelman the
08:13,Falcons play and Wow
08:21,second down the name
08:23,hangs in and finds his top target
08:26,Edelman
08:27,they're Amendola for 13 yards in a first
08:30,down it's Adelman or Amendola two little
08:34,guys in this time it's julian edelman
08:36,for 13 we talked about the falcons and
08:40,the weapons that they have on the
08:41,offensive side of the ball these
08:42,receivers for Tom Brady are awfully good
08:46,they create some challenges of their own
08:48,Danny Amendola spent a tough year for
08:50,him he's been limited in a lot of ways
08:52,with some injuries but he is coming on
08:54,and if he can be a factor it makes
08:56,things a lot tougher he missed about a
08:57,month with an ankle injury here's Brady
08:59,has a man on the sideline it's Hogan
09:02,Paul didn't start in the championship
09:05,game against Pittsburgh nine catches 180
09:09,and two touchdowns has 15 here Chris
09:11,Hogan you know what a story he is he's
09:14,an excellent route runner working
09:16,against Jalen Collins good timing the
09:19,Falcons are getting a little bit of
09:21,pressure there on Tom Brady with that
09:23,kind of timing no way to defense that I
09:25,thought it was interesting when he
09:26,talked with Josh McDaniels Brady's
09:28,offensive coordinator and he said I
09:30,don't see Brady's eyes leaving his
09:32,targets or
09:34,going down to the pass rush at all even
09:36,at the age of 39
09:38,it's impressive
09:44,ends up with the 2 yard game the out
09:48,O'Neill on the tackle the whooping
09:50,safety and we'll look at this defense
09:52,the numbers don't knock you out for
09:54,Nathan but this is a defense that his
09:56,off the rise they're very young and they
09:59,got much better as the season went on I
10:01,sure did and how about the NFC
10:02,Championship deep when they were able to
10:04,shut out the
10:05,they're in that first half and we've
10:07,seen a lot of growth a lot of young
10:09,players but we're going to be tested
10:11,unlike ever before in this ball game
10:13,with Tom Brady
10:15,second 1/8
10:17,[Applause]
10:24,lady
10:26,to Mitchell
10:27,and Mitchell went backward a bit he's
10:29,going to be short of the first down
10:31,Malcolm Mitchell who missed two late
10:34,season games with a knee injury get
10:36,seven we third down and one
10:41,combination is the best combination
10:43,history the league as far as head coach
10:46,and quarterback and Bill Belichick and
10:48,his seven Super Bowl as a head coach he
10:51,passes Don Shula here tonight
10:58,for the second time
11:02,out of the shotgun Brady pass was behind
11:06,the clock by James wife to move
11:09,white to the 40 nice catch by the young
11:12,running back good 411 the chains white
11:15,he is a real threat as a receiver was
11:18,second on the team this year with 60
11:19,receptions they split him out he's
11:21,capable of doing a lot of things and I
11:23,motioned him back in towards the
11:25,formation and he's able to get a pretty
11:27,good release and convert the third down
11:29,Tom Brady has started 5 for 6 and set
11:32,five different receivers Cameron Fleming
11:37,an extra offensive lineman comes in
11:39,[Applause]
11:44,set to mcdeere
11:48,and it's big Courtney Upshaw who has a
11:51,Super Bowl sack and he says that's one
11:54,the loss of nine well they're trying to
11:56,get verticals through here but the
11:57,Falcons play it well and you can see
11:59,Courtney Upshaw off the play-action he's
12:01,able to come in and off the edge as well
12:04,with the pressure that's back in his
12:05,face Jack Mason
12:07,[Applause]
12:09,Patriots trying to play action take a
12:12,shot down the field the Falcons
12:14,secondary plays it well and then they
12:16,get home upfront second and 19
12:25,floats it downfield
12:29,for James White got his hands on it
12:33,couldn't secure the catch Dion Jones in
12:36,coverage if you're gonna play the
12:37,Patriots you better be able to cover
12:39,this route right here they they like
12:40,being able to get white down the field
12:43,that's a good matchup right there
12:45,between two guys that can really want
12:46,run Deon Jones is as fast as any
12:49,linebacker in football white is unable
12:52,to make a play on that one second round
12:55,pick from that last year 13 to 19
12:58,[Applause]
13:18,this time it's
13:21,Grady Jared
13:27,and thus it the Falcons decided to go
13:30,too deep and then man underneath and
13:32,they cover it up awfully well and with
13:35,time Brady just unable to find a
13:38,receiver then eventually the protection
13:40,breaks down on him it's an excellent job
13:43,to get off the field once again Allen
13:45,hits upon kind of a knuckleball and a
13:47,fair catch call core and hauled in by
13:49,Erick Wayne's 37-yard punt Malkin's
13:53,happened for the second time in this
13:54,game no score early in Super Bowl 51
13:57,brady sack 19 times in 14 games this
14:02,year 2 on that drive by the young
14:04,Atlanta defense
14:08,both backs in there
14:10,left of Matt Ryan and it's Tevin Coleman
14:15,and a nice carry on first down of nine
14:18,yards brought down by Devin McCourty go
14:21,back and take a look at Grady Jared and
14:23,where he travels from all the way around
14:25,to the left side he keeps playing in
14:27,circles back and is able to make a play
14:29,talking to Dan Quinn he said I think
14:32,Grady Jared can be a guy who can
14:34,certainly put some pressure on Tom Brady
14:36,inside it was a long way to travel to
14:41,get home second down underwater
14:56,the open is the full-back DeMarco and
14:58,he's got a first down across the 30
15:01,skivvy look at the Atlanta Falcons their
15:04,season and review they've finished with
15:06,the record of 11 and 5 they scored 540
15:11,points the most in the NFL they had six
15:14,players selected the Pro Bowl so far in
15:18,the postseason they have defeated in
15:20,Seattle beat a Green Bay advance to
15:23,their second Super Bowl and their 51
15:26,year history
15:26,[Applause]
15:34,bring it on a toss
15:37,branch was in the middle of
15:39,flowers you name it again up to about
15:45,the defense for New England is
15:46,coordinated by Matt Patricia and upfront
15:51,you see a bunch of the names not just
15:54,the starting lineup but names you will
15:56,see within this game
15:58,flowers already had sack in this game
16:00,the linebackers
16:03,the course of the season the secondary
16:05,very
16:06,second date
16:09,defense is underrated it's an awfully
16:11,good group
16:15,here's a toss to Coleman running left
16:20,[Music]
16:22,woman was looking for first down yardage
16:25,get knocked down short of it a gain of
16:26,five third and three tell you what Kyle
16:28,Shannon he's got to be awfully happy
16:31,with the way that the Falcons are
16:32,running the football they've been able
16:33,to get on the perimeter that's what they
16:36,opened the game with right there with
16:38,Jake man who's pulling out they cracked
16:39,down to seal off the end
16:42,but a number of times all
16:43,here in this first corner they've gotten
16:45,on the edge
16:47,typically difficult to do against his
16:50,Patriots defense they want to funnel
16:52,everything inside to those big guys but
16:54,the falcons they've been able to get on
16:56,the perimeter
17:00,they're down to three Ryan steps up and
17:04,is gonna slide down
17:06,with a loss on the play Allen branch was
17:09,there for the Patriots and now each
17:12,defense is made two stops a loss of two
17:15,on the play
17:18,a little zone action with the defense
17:20,they drop defensive linemen underneath
17:22,to cover up some of those underneath
17:25,throws so on third downs now when it
17:28,looks like these offenses have started
17:29,to get something going defenses have
17:32,been able to step up and make a play
17:33,play treats defense now has to third
17:35,down sacks
17:37,[Applause]
17:44,washer hits another high
17:48,[Applause]
17:51,across the 15 no marking at the 1855
17:56,yard punt nine yards on the return
18:02,which I'm ready
18:04,no first quarter points
18:08,six tribes in the Superbowl would be
18:11,shutting so far
18:12,[Applause]
18:17,start at the 18-yard line rainy good
18:20,protection Immelman first down across
18:23,the
18:24,tackle made by Pulford 13 lego
18:28,man-to-man coverage in the secondary and
18:31,julian edelman this guy is a great
18:34,receiver and you see the the move that
18:37,he's able to make on Robert Alford and
18:39,that's the guy who's going to be matched
18:41,up with Julian Edelman that is a tough
18:43,task watching to an Edelman's career he
18:46,had never played wide receiver he was a
18:47,quarterback in college and he has made
18:49,himself into one
18:51,[Applause]
19:00,to run finally for LeGarrette Blount
19:02,Alford on the tackle after a gain of
19:04,seven you talk about these running backs
19:06,Joe for the New England Patriots and
19:08,there's there's some pretty strong
19:10,tendencies when each one of these backs
19:12,is in the game and filling garret blunts
19:14,in the game most of the time they're
19:17,going to run the football on any passing
19:19,they do his play-action
19:20,so when he's in the lineup Falcons load
19:24,up it's been around but the Patriots
19:30,[Applause]
19:34,yard shot first down maybe just a little
19:37,bit more second down in three and that
19:40,will likely be the end of quarter number
19:42,one in Super Bowl 51
19:46,well it's a nothing nothing game after
19:50,one the Atlanta Falcons the New England
19:52,Patriots fans have had fun so far back
19:56,and forth no scoring the third time the
20:00,city of Houston has hosted second time
20:02,the stadium hands back in Oh for the
20:05,2003 season
20:08,Patriots run here
20:12,and here no scoring
20:15,eight scoreless first quarter in Super
20:17,Bowl history
20:18,[Applause]
20:19,this one Edelman first added more
20:25,Edelman downfield and Brady with plenty
20:28,of time finds him for 27 this is what
20:33,bass protection allows you to do
20:34,initially Tom Brady's trying to work
20:36,Danny Amendola down here at the bottom
20:39,of the screen but good coverage and so
20:41,he gets off of him and with time in the
20:43,pocket he signals gentlemen right here
20:44,to take it up the field no one is in man
20:47,coverage and then he beats him with the
20:49,ball he 1945 League IT again
20:57,33 once gets it on the hand
21:00,walls hell that paul is hell
21:04,Flanigan's down
21:09,and now the fight for the football
21:11,[Applause]
21:13,to Atlanta
21:15,flag is on the field
21:20,Bill Belichick told us
21:22,number eighty-eight offense because the
21:25,results
21:27,by the defense that penalty is
21:30,first down Atlanta
21:31,Bill Belichick told us this is the best
21:35,strip team we will face all year and
21:39,it's the rookie Deon Jones what a play
21:42,in the first turnover it belongs to
21:44,Atlanta about the rookie second round
21:47,pick out of LSU and this is a Falcons
21:50,team that practices second guy in try to
21:53,strip the ball and that happened with
21:55,Deon Jones forcing the fumble LeGarrette
21:58,Blount fumbled on the Patriots first two
22:00,games of the year
22:01,hadn't fumbled in the previous 16
22:04,straight
22:05,but it gives it land of the football
22:07,around 29
22:09,go back to a demented flash
22:12,tires
22:15,[Music]
22:16,Julio Jones somehow comes down with a
22:20,football showing how strong he is 19
22:26,yard completion what a catch and it was
22:29,unbelievable because the ball is just a
22:31,little behind with good coverage from
22:33,Logan Ryan and clearly contested and
22:36,he's just able to make a play on and
22:39,those are the kinds of things that he
22:41,does he doesn't surprise anybody on this
22:43,Falcons team they watch him in practice
22:45,he's an amazing
22:47,and he just made one at maquette worst
22:49,enemies been targeted in this first half
22:52,sound line there he is again Jones backs
22:54,out of bounds
22:56,the first down inside the 30 at the 29
22:59,good for 23 yards this is why he's so
23:02,dangerous because once he gets so far
23:04,down the field with his speed you're
23:05,threatened that he's going deep and
23:07,you've got open it up yourself but the
23:09,timing with Matt Ryan coming off of it
23:13,over to the sideline you just can't stop
23:19,first down the Falcons have been inside
23:22,Patriots territory could cut back by
23:24,Freeman leads to the 14 yard line and
23:29,another first down for Atlanta well Alex
23:33,Mack we talked about his fibula and how
23:35,he would hold up he's at center he does
23:37,an excellent job of blocking and then
23:39,Freeman reads the cut off of the zone
23:41,blocking scheme and just knocks it in
23:43,the middle
23:44,Allen branch out of the play here
23:46,streaming again what a cutback
23:50,down in here the six maybe the fun
23:51,and they're gonna mark him just inside
23:53,the sex again of nine Devonta Freeman he
23:57,can cut on a dime and he's perfect for
23:59,this Kyle Shanahan running game we saw
24:02,it on the previous play now they come
24:03,back with it the other way and he sees
24:05,the cutback once again it makes some
24:07,people miss and now Hightower is trying
24:11,to call a timeout and they finally
24:13,granted as Atlanta kept coming up to the
24:15,line in a hurry
24:17,the Patriots trying to catch their
24:19,breath trying to make the turnover turn
24:22,into points here in Super Bowl 51
24:25,Falcons during the regular season rushed
24:28,over 120 yards per game and was good for
24:31,fifth in the end
24:33,we're averaging over eleven yards of
24:35,carry here in the first half against New
24:37,England second and one
24:45,Freeman what a cut touchdown
24:49,[Applause]
25:11,but Julio Jones in the backfield are
25:13,going to show it looks like they may go
25:15,play-action and then throw the ball to
25:16,him may get defense flowing a little bit
25:18,Mohamed Sanu an excellent job of
25:19,blocking on the perimeter and an easy
25:22,touchdown and the Falcons have gashed
25:26,his defense on the ground
25:28,write it down for the point after
25:30,[Applause]
25:35,seven and up in Atlanta it started with
25:39,a stretch the wookie Dionne Jones force
25:43,the turnover dan Quint thrilled his team
25:48,turns it into seven and a lead
25:51,compliments of Freeman's
25:57,when you start out you might not know
25:59,where you're going or what you're doing
26:02,or why you're carrying this red rose
26:04,with you you just keep going keep your
26:07,focus and avoid the distractions at
26:11,times you may fall flat on your face but
26:14,technically that's still moving forward
26:15,you got to pick yourself up make some
26:18,moves and do it all with a smile believe
26:21,in yourself you think that any of these
26:23,folks believe that I'd make it
26:24,definitely not that was a rhetorical
26:26,question Darrell if you want to make an
26:30,album make an album if you want to make
26:33,a universe make a universe if you want
26:36,to play the clarinet maybe don't dress
26:38,like this but play the clarinet the
26:41,point is all dreams live within reach
26:43,all you have to do is keep moving
26:46,towards them here's to chasing dreams in
26:49,the amazing places they lead the all-new
26:52,CRV from Honda I don't wanna make it
26:58,tough I just want to tell you that I've
27:02,had enough if I sound crazy but it ain't
27:06,no lie baby bye bye bye
27:20,five calories no artificial sweeteners
27:23,and tastes amazing
27:24,buy you want to know don't you why they
27:30,keep coming here
27:37,your world is dying
27:39,[Music]
27:41,do you seek Redemption on that drive
27:59,Julio Jones had the first 42 yards
28:02,Devonta Freeman had the last 29
28:04,including the 5 yard touchdown run
28:07,for frame and his tenth rushing
28:09,touchdown over the last nine games these
28:12,two teams tied for the league low with
28:14,11 give aways offensively and then
28:17,fumble bonds but Garrett blunt leads to
28:19,the points by
28:21,[Applause]
28:26,to the end zone is Louis
28:29,tripped up as it crosses the 15 now you
28:33,can be the player and see the play
28:36,through the quarterbacks eyes see Matt
28:38,Ryan and what he sees off the play
28:40,action and he looks out there and he
28:41,sees that he's got man coverage with
28:43,safety help over the top to Julio Jones
28:45,and it's just a matter of beating him
28:48,with the ball and that's the big play
28:49,that Julio had when he got strong at the
28:52,catch and hold that one hand and right
28:55,now Joe
28:57,England Patriot team this is the first
28:59,time that they've trailed in a game
29:01,since we plum I was against the Jets and
29:04,now here they are starting at their 16
29:07,down seven
29:20,floats it toward the sideline broken up
29:22,Mitchell the target
29:25,bridge by CJ Goodwin the former receiver
29:29,in college and he's really been learning
29:31,the position of cornerback in the NFL
29:34,and now he gets to do it on the biggest
29:36,stage here in Super Bowl 51 and played
29:39,sparingly
29:40,Mitchell initially looked like he had
29:43,the ball but Goodwin he comes in and
29:45,makes a play I know it
29:47,Quinn's that Goodwin could be a factor
29:49,in this game he expected it to be more
29:52,with him instead want some of these
29:53,running backs as receivers who makes a
29:56,play there on
29:57,[Applause]
29:59,two missing
30:00,[Applause]
30:02,bring him down but then the Falcons
30:04,swarm to the ball the Cardinal Allen was
30:07,in on the tackle a gain of three Brian
30:09,Poole there as well third and seven and
30:12,they're the first three possessions for
30:14,Bill Belichick's New England Patriot
30:16,well we talked about it coming into the
30:17,game Joe as to how this young Malcolm's
30:20,team especially this defense was going
30:22,to hold up with the emotion of the game
30:24,[Applause]
30:26,have made some plays and played by
30:29,Dionne James he's had a heck of the
30:30,first half already
30:32,for spending
30:35,they're building seven
30:44,he steps up finds white and he's brought
30:47,down immediately
30:49,and there's good one again it's fourth
30:53,down after falling behind the Patriots
30:56,go three and out go Julian Edelman in
30:59,motion because Alford falls on Brady
31:01,knows he's got man coverage he comes
31:03,underneath to James why do you think
31:04,that's a good matchup running an option
31:06,route against CJ Goodwin and good one
31:09,comes up two big plays now on that drive
31:11,makes an open field tackle the force of
31:13,all
31:16,for a short pause
31:18,and it checks up
31:21,starting field position for Atlanta they
31:23,lead
31:25,start outside their own 35 and the
31:29,four-time Super Bowl champion frustrated
31:33,1037 left on the scoreboard clock and
31:36,you see the ball control
31:37,[Applause]
31:40,by New England with
31:42,by 7:00
31:44,starting at their own 38 play
31:48,wide open
31:51,and the young receiver who is cut from
31:54,the Cleveland Browns who has had a big
31:56,year games 24 so you see Julio Jones he
32:01,goes through the middle because he's
32:03,puncturing the middle of that defense it
32:05,softens up a deep safety and it allows
32:08,Gabriel to get him there uncontested
32:10,parfaits completion
32:14,has to get rid of it to the sidewalk and
32:17,to catch Julia Jones
32:18,[Applause]
32:21,water grab by number 11 gain of 18
32:27,gets both feet down and is able to
32:30,secure the catch Eric grow in coverage
32:34,and this is with safety help it's not
32:36,one all walk so he's able to trail and
32:38,he's been doubled throughout this
32:40,ballgame and yet he's still making big
32:42,play that Ryan is 6-4 6-4 96 yards
32:48,want it and run it well Tevin Coleman
32:50,this time Scot with a gain of one you
32:53,look at this running game for the
32:54,Falcons and as I said this is a New
32:57,England defense that has been really
32:59,good in run defense they're only giving
33:01,up just under 90 yards a game and heck
33:05,though Falcons almost have that with
33:07,nine minutes to play in the second
33:09,quarter so this is a defense it's not
33:12,accustomed to teams running the football
33:13,the way that the Falcons have and when
33:15,you're able to do that all the things
33:17,that the Falcons have done well all year
33:18,continues to be in play in the
33:21,play-action stuff and the big shots down
33:23,the field
33:28,second down and nine
33:31,loads too tight in
33:34,for the ball Cheung in coverage
33:38,it's incomplete third down and nine now
33:41,that was that was who were playing
33:43,defense right there
33:44,Patrick Chong he's in a great position
33:45,and when that ball came out it looked at
33:47,me feel like Chung was going to be able
33:49,to make an interception on the ball and
33:52,Hooper's able to get in there break it
33:55,up
33:59,Falcons are easily inside field bill
34:01,range
34:02,kicker
34:05,third down and nine
34:13,enjoy
34:16,the touchdown Austin Hooper
34:20,but a flag is down
34:25,and it's going to be against New England
34:27,the touchdown will stand
34:33,you can see Julio Jones in the oven
34:36,McCarney the safety they're doubling him
34:38,inside out when you do that you go
34:40,one-on-one elsewhere they're afraid
34:42,Austin Hooper is able to beat two
34:44,penalties to crying
34:45,[Applause]
34:48,I'm open on that play looked a little
34:51,bit to me like Hooper might have gotten
34:53,away with something you know on the grab
34:55,too to be able to get inside and make a
34:57,play on that ball
34:59,Lisa rookie Austin Hooper a 19-yard
35:02,touchdown he had three during the
35:03,regular season my knee injury cost him
35:07,the final two games of the regular
35:08,season that he's got a Super Bowl
35:10,touched
35:14,[Applause]
35:17,flag is down and it looked like the
35:20,player Shane McClellan who jumped over
35:22,may have missed timed his leap so Brian
35:26,he was right in Brian's face to the
35:28,point where Mack couldn't even attempt
35:30,the extra point
35:35,here's a call number 58 defense he was
35:39,on the line of scrimmage at the time the
35:41,ball was snapped
35:42,five-yard penalty retried Mike Ferrara
35:46,Paul was in illegal formation against
35:49,the defense I really don't like the call
35:52,although he tries to time the leap if
35:54,he's on the line of scrimmage directly
35:56,over the center then that's an illegal
35:58,formation but he came through over the
36:00,gap and so really to me this is not a
36:03,foul
36:05,what moves the ball up to the 10
36:12,you can see Bill Belichick saying he's
36:14,not on the center he's on the guard
36:17,with maybe a word or two left out
36:19,[Applause]
36:22,well Matt Ryan's playing like a
36:27,superstar and this young Atlanta team
36:33,leads by 14 lead by 14 it's the largest
36:37,deficit in a Brady Belichick Super Bowl
36:40,for the Patriots
36:41,[Applause]
36:43,they playing in their seventh together
36:46,8:48 left in the first half
36:50,the offense was set up at the 25
36:55,coming up it's the Alfa Romeo halftime
36:58,report Tom Brady he's back onto the
37:03,field Kurt Terry Holly Michael and Jimmy
37:05,first-half highlights an analysis and
37:08,the social media check in with Katie
37:10,Nolan now Brady is in a 14-point cold
37:17,the total yards this quarter with 848
37:20,lat
37:29,over the middle the tight-end Bennett
37:31,Houston native has got a first down just
37:34,to add to that step about the largest
37:36,deficit for the Patriots and a Brady
37:38,Belichick Super Bowl no team has ever
37:42,come come back from a two touchdown
37:44,deficit to win a Super Bowl
37:47,ten points is the biggest comeback
37:50,multiple time but this is a 14 to
37:52,nothing game and an impressive start by
37:55,Dan Quinn's Falcons first down
38:07,Pass is short of Edelman and he was
38:10,well-covered
38:13,the way that this Falcons defense has
38:15,been flying around the ball they've done
38:17,a lot of good things and even with that
38:18,being said the the Patriots you know
38:20,they moved the ball that the turnover
38:24,the one turnover in this game is really
38:29,when you look at the offense for the
38:31,Patriots they were rolling then and just
38:33,unable to come away with any points and
38:35,that kind of ignited the Falcons of
38:37,offensively is right there with Dionne
38:39,Jones and Jalen Collins made a similar
38:42,play that kind of got that game
38:45,against the Green Bay Packers in the NFC
38:47,Championship game
38:51,one second down
38:56,Domo and Grady was under pressure yet
38:59,again third and tenth overall they have
39:02,been able to do a good job of getting to
39:04,Brady and they've been able to do it
39:06,without having to start relying on
39:08,bringing extra rushers so with that
39:11,they're able to still play cover it's a
39:13,four-man rush Brooks Reed he's coming
39:15,off the edge and Brady feels the urgency
39:18,to get the ball out they've been able to
39:20,make him uncomfortable
39:21,he's been hit five times sacked twice
39:30,four-man rush Brady fired past pot flag
39:33,is down James White with a cat short of
39:37,first down yardage Brady got hit after
39:40,he let the pass go but flags are down
39:42,with Dwight Freeney and he got home see
39:46,Tom Brady he's England that the penalty
39:48,is against the Falcons
39:55,it's a hold which carries with it an
39:57,automatic first and the pass holding
39:59,number 23 defense
40:03,[Applause]
40:08,offers the hold-hold there in the right
40:12,arm of julian edelman blade free knee he
40:15,put the spin move his patented spin move
40:20,and was able to get a hit on Brady just
40:23,as he was letting go on the ball granny
40:26,with 122 and a half sacks big synthol
40:29,time playing his third Super Bowl
40:32,[Applause]
40:38,to be you stood up at the line of
40:40,scrimmage
40:40,[Applause]
40:43,Milanello former Patriot was in on staff
40:45,with Jonathan Babineaux Rob Gronkowski
40:49,has been out since week 13 with a back
40:51,injury sad surgery he's excited
40:54,obviously when how he feels right now
40:55,going into next year but when the
40:58,Patriots lost Gronkowski they lost a
41:00,major down the middle of the field
41:02,weapon a great player other people
41:04,stepped up Chris Hogan knew about the
41:06,Mitchell but you just don't replace the
41:09,threat of the big Rob Gronkowski and
41:11,what he means to the defense at having
41:14,to defend him they fake the handoff
41:17,gravy gets rid of it - James Wright
41:22,white gets tripped up by Robert Alford
41:24,and a lot of room of Alford doesn't make
41:27,that stop a gain of seven third and
41:29,three coming
41:32,the Falcons defense has done a pretty
41:35,good job of both of these offenses are
41:38,outstanding in yards after the catch but
41:42,for the most part when the Patriots have
41:44,gotten the ball in their hands they've
41:46,been able to come up and make some
41:47,pretty good open good times
41:58,they're down to three
42:07,where the flag was thrown in the
42:09,secondary and it's a hold against
42:12,Atlanta that'll be another New England
42:13,first down prior to the past holding
42:19,number 34 defense
42:20,[Applause]
42:26,he gets caught with the whole grabs a
42:28,face mask on Danny Amendola pretty gets
42:32,hidden right at the end of that play
42:33,come on Drake Campbell he acts like he's
42:36,going to rush and then he backs out he
42:37,comes late seeing Brady had time in the
42:40,pocket but with time it's as we talked
42:44,about with the speed and the quickness
42:45,of these receivers it really stresses
42:49,these defensive backs to first downs by
42:51,penalty on third downs this drop
42:54,[Applause]
43:01,takes it to the 45 a gain of one word
43:03,Tyson Jackson makes the time the
43:06,Patriots have not been a great running
43:09,football team this season the pink there
43:12,excuse me that the Falcons haven't been
43:14,a great run defense you know this season
43:16,and which was going to prevail and this
43:20,first half this Falcons defense has done
43:23,a good job stifling the running game
43:26,with the New England Patriots Dion Lewis
43:28,in the backfield with Brady on second
43:30,and I
43:30,[Applause]
43:42,chrono Allen was right on his back
43:45,anyway but now third and nine
43:47,[Applause]
43:49,Tom Brady
43:51,[Applause]
44:02,[Applause]
44:16,so we're talking about earlier the
44:18,largest comebacks in Super Bowl history
