time,transcript
03:34,CALDWELL. A GAME BACK IN THE OLD AFL-NFL
03:39,A GAME BACK IN THE OLD AFL-NFL CHAMPIONSHIP.
03:40,CHAMPIONSHIP. NOW THE 50TH SUPER BOWL
03:41,NOW THE 50TH SUPER BOWL COMMENCES.
03:42,COMMENCES. WE WILL HAVE A RETURN.
03:43,WE WILL HAVE A RETURN. STEPPING UP FOR IT IS CALDWELL
03:45,STEPPING UP FOR IT IS CALDWELL AND HE'S OUT TO ABOUT THE 20
03:47,AND HE'S OUT TO ABOUT THE 20 WHERE THE PANTHERS TAKE HIM
03:49,WHERE THE PANTHERS TAKE HIM DOWN AFTER AN 18-YARD RETURN.
03:52,DOWN AFTER AN 18-YARD RETURN. PEYTON MANNING TAKING THE
03:53,"PEYTON MANNING TAKING THE FIELD, THE OLDEST STARTING"
03:55,"FIELD, THE OLDEST STARTING QUARTERBACK IN SUPER BOWL"
03:56,QUARTERBACK IN SUPER BOWL HISTORY.
03:57,HISTORY. AND IF HE WINS TODAY IT WILL BE
03:58,"AND IF HE WINS TODAY IT WILL BE WIN NUMBER 200, THE FIRST TO"
04:00,"WIN NUMBER 200, THE FIRST TO EVER REACH THAT NUMBER."
04:02,EVER REACH THAT NUMBER. THAT'S REGULAR AND POSTSEASON
04:03,THAT'S REGULAR AND POSTSEASON COMBINED.
04:04,COMBINED. HE SITS AT 199 TIED WITH BRETT
04:06,HE SITS AT 199 TIED WITH BRETT FAVRE FOR THE MOST IN HISTORY.
04:13,FAVRE FOR THE MOST IN HISTORY. C.J. ANDERSON GETS THE START AT
04:15,C.J. ANDERSON GETS THE START AT RUNNING BACK.
04:17,RUNNING BACK. WILL MOVE DANIELS OVER TO THE
04:18,WILL MOVE DANIELS OVER TO THE RIGHT SIDE AND HERE COME THE
04:20,RIGHT SIDE AND HERE COME THE PANTHERS CHASING AFTER MANNING
04:21,PANTHERS CHASING AFTER MANNING WHO GETS IT AWAY IN TIME.
04:25,WHO GETS IT AWAY IN TIME. DANIELS HAS AN 18-YARD GAIN.
04:32,PHIL: THE BLITZ PICKED UP VERY
04:34,PHIL: THE BLITZ PICKED UP VERY WELL.
04:35,WELL. MAN-TO-MAN COVERAGE DOWN THE
04:36,MAN-TO-MAN COVERAGE DOWN THE FIELD.
04:37,"FIELD. YOU SAID IT, DANIELS AGAINST"
04:39,"YOU SAID IT, DANIELS AGAINST ROMAN HARPER AND RIGHT AWAY YOU"
04:41,ROMAN HARPER AND RIGHT AWAY YOU SEE THAT OWEN DANIELS HAD A
04:43,"SEE THAT OWEN DANIELS HAD A GOOD YEAR, FAST ENOUGH TO RUN"
04:44,"GOOD YEAR, FAST ENOUGH TO RUN AWAY FROM THESE SAFETIES."
04:49,AWAY FROM THESE SAFETIES. JIM: A BIG GAME IN THE A.F.C.
04:50,JIM: A BIG GAME IN THE A.F.C. TITLE GAME WITH TOUCHDOWN
04:52,TITLE GAME WITH TOUCHDOWN PASSES.
04:54,PASSES. AND THEY MOVE ANDERSON OUT WIDE
04:57,AND THEY MOVE ANDERSON OUT WIDE TO THE RIGHT.
04:59,TO THE RIGHT. SANDERS HAS THE SHORT GAIN AND
05:00,SANDERS HAS THE SHORT GAIN AND CATCH AND OUT OF BOUNDS AFTER A
05:01,CATCH AND OUT OF BOUNDS AFTER A PICKUP OF SIX.
05:03,PICKUP OF SIX. PHIL: BOTH TEAMS COMING OUT
05:04,PHIL: BOTH TEAMS COMING OUT AGGRESSIVE.
05:05,AGGRESSIVE. HOW ABOUT THIS?
05:06,HOW ABOUT THIS? IT'S A BLITZ THIS TIME FROM THE
05:08,"IT'S A BLITZ THIS TIME FROM THE CORNER, COMING FROM PEYTON"
05:09,"CORNER, COMING FROM PEYTON MANNING'S BLINDSIDE."
05:10,MANNING'S BLINDSIDE. HE READS IT.
05:11,HE READS IT. GOOD ADJUSTMENT BY EMMANUEL
05:12,GOOD ADJUSTMENT BY EMMANUEL SANDERS.
05:13,SANDERS. WHAT A START.
05:15,WHAT A START. TWO BLITZES BY CAROLINA'S
05:16,TWO BLITZES BY CAROLINA'S DEFENSE.
05:17,DEFENSE. TWO COMPLETIONS BY PEYTON
05:18,TWO COMPLETIONS BY PEYTON MANNING.
05:22,MANNING. JIM: YOU SEE THE GROUPING FOR
05:24,JIM: YOU SEE THE GROUPING FOR THE BRONCOS.
05:27,THE BRONCOS. ANDERSON IS THE RUNNING BACK ON
05:28,ANDERSON IS THE RUNNING BACK ON A SECOND AND 4.
05:31,A SECOND AND 4. THE THROW FOR THE THIRD
05:33,THE THROW FOR THE THIRD STRAIGHT PLAY AND THIS ONE IN
05:35,STRAIGHT PLAY AND THIS ONE IN THE DIRECTION OF OWEN DANIELS.
05:42,THE DIRECTION OF OWEN DANIELS. PHIL: WE TALKED IN THE PREGAME
05:43,"PHIL: WE TALKED IN THE PREGAME BEFORE WE CAME ON, LISTEN, GARY"
05:45,"BEFORE WE CAME ON, LISTEN, GARY KUBIAK IN ALL HIS DAYS OF"
05:47,"KUBIAK IN ALL HIS DAYS OF CALLING PLAYS, EVEN DOWN WITH"
05:48,"CALLING PLAYS, EVEN DOWN WITH THE HOUSTON TEXANS AND"
05:49,THE HOUSTON TEXANS AND ESPECIALLY HERE WITH THE DENVER
05:51,"ESPECIALLY HERE WITH THE DENVER BRONCOS, EVEN THOUGH THEIR"
05:53,"BRONCOS, EVEN THOUGH THEIR OFFENSE HASN'T BEEN EXPLOSIVE,"
05:54,"OFFENSE HASN'T BEEN EXPLOSIVE, LIKES TO SHOW YOU ALL HIS NEW"
05:57,LIKES TO SHOW YOU ALL HIS NEW PLAYS AND FORMATIONS IN THAT
05:59,PLAYS AND FORMATIONS IN THAT OPENING DRIVE.
06:00,OPENING DRIVE. CAUGHT CAROLINA BY SURPRISE
06:01,CAUGHT CAROLINA BY SURPRISE THOSE FIRST TWO PLAYS.
06:03,THOSE FIRST TWO PLAYS. JIM: THEY SEND THREE RECEIVERS
06:05,JIM: THEY SEND THREE RECEIVERS TO THE RIGHT INCLUDING CALDWELL
06:06,TO THE RIGHT INCLUDING CALDWELL WHO ENTERS THE GAME.
06:07,WHO ENTERS THE GAME. THIRD AND 4.
06:14,THIRD AND 4. MOVING DEEPER.
06:16,MOVING DEEPER. RELEASES.
06:17,RELEASES. HE HAS AN OPEN TARGET AND A
06:18,HE HAS AN OPEN TARGET AND A FIRST DOWN ON THE CAROLINA SIDE
06:19,FIRST DOWN ON THE CAROLINA SIDE OF THE FIELD.
06:21,OF THE FIELD. IT'S CALDWELL WITH IS CATCH AND
06:22,IT'S CALDWELL WITH IS CATCH AND A GAIN OF 22 WITH A FLAG.
06:32,"A GAIN OF 22 WITH A FLAG. REFEREE: PRIOR TO THE PASS,"
06:34,"REFEREE: PRIOR TO THE PASS, HOLDING, DEFENSE NUMBER 24."
06:36,"HOLDING, DEFENSE NUMBER 24. THAT PENALTY IS DECLINED."
06:40,THAT PENALTY IS DECLINED. FIRST DOWN.
06:41,"FIRST DOWN. PHIL: WELL SAW, JIM, THE TWO"
06:43,"PHIL: WELL SAW, JIM, THE TWO BLITZES."
06:44,BLITZES. IT SCARED THE CAROLINA DEFENSE.
06:46,IT SCARED THE CAROLINA DEFENSE. JOSH NORMAN GETS HIS HAND ON
06:48,"JOSH NORMAN GETS HIS HAND ON CALDWELL SO THEY BACKED UP,"
06:49,"CALDWELL SO THEY BACKED UP, PLAYED REALLY SAFE AND THAT'S"
06:52,PLAYED REALLY SAFE AND THAT'S WHY CALDWELL WIDE OPEN TO THE
06:53,WHY CALDWELL WIDE OPEN TO THE OUTSIDE.
06:54,OUTSIDE. GREAT PROTECTION FOR PEYTON
06:55,GREAT PROTECTION FOR PEYTON MANNING.
06:57,MANNING. JIM: JORDAN NORWOOD COMES IN
06:59,JIM: JORDAN NORWOOD COMES IN THE BRONCO LINEUP AS A
07:00,THE BRONCO LINEUP AS A WIDE-OUT.
07:01,WIDE-OUT. AND A FIRST DOWN AT THE
07:04,AND A FIRST DOWN AT THE CAROLINA 34.
07:07,CAROLINA 34. THEIR FIRST RUSH OF THE GAME.
07:09,THEIR FIRST RUSH OF THE GAME. IT'S ANDERSON UP AHEAD OF ABOUT
07:11,IT'S ANDERSON UP AHEAD OF ABOUT SEVEN RUNNING BEHIND EVAN
07:13,SEVEN RUNNING BEHIND EVAN MATHIS.
07:14,MATHIS. ANDERSON HAD A SLOW START TO
07:15,ANDERSON HAD A SLOW START TO THE SEASON.
07:17,THE SEASON. HE MENTIONED TO US HOW
07:18,HE MENTIONED TO US HOW FRUSTRATING IT WAS FOR US EARLY
07:19,FRUSTRATING IT WAS FOR US EARLY IN THE YEAR NOT BEING ABLE TO
07:21,IN THE YEAR NOT BEING ABLE TO RIP OFF SOME EARLY BIG RUNS.
07:23,RIP OFF SOME EARLY BIG RUNS. HE SAID SPECIFICALLY SEVEN OR
07:24,HE SAID SPECIFICALLY SEVEN OR EIGHT YARDERS TO GET IN RHYTHM.
07:26,EIGHT YARDERS TO GET IN RHYTHM. HE HAS ONE ON THIS FIRST TOUCH
07:27,HE HAS ONE ON THIS FIRST TOUCH HERE.
07:28,HERE. PHIL: THAT'S RIGHT.
07:30,PHIL: THAT'S RIGHT. A REALLY BIG BLOCK BY MATHIS.
07:33,A REALLY BIG BLOCK BY MATHIS. AND C.J. ANDERSON EXCITED TO
07:35,"AND C.J. ANDERSON EXCITED TO GET A CHANCE, AS YOU SAID, TO"
07:36,"GET A CHANCE, AS YOU SAID, TO GET IN RHYTHM."
07:38,"GET IN RHYTHM. HE SAID, I WEAR DEFENSES DOWN."
07:41,"HE SAID, I WEAR DEFENSES DOWN. JIM: AND HE'S FROM THE LOCAL"
07:43,JIM: AND HE'S FROM THE LOCAL AREA.
07:44,AREA. HE BARRELS DOWN TO ABOUT THE
07:47,HE BARRELS DOWN TO ABOUT THE CAROLINA 14 INTO THE ARMS OF
07:49,CAROLINA 14 INTO THE ARMS OF SHAQ THOMPSON.
07:50,SHAQ THOMPSON. THAT'S A 12-YARD CARRY.
07:52,THAT'S A 12-YARD CARRY. PHIL: EVAN MATHIS AND THE
07:55,"PHIL: EVAN MATHIS AND THE CENTER, WATCH 69."
07:56,"CENTER, WATCH 69. GETS THE BIG KICKOUT."
07:58,GETS THE BIG KICKOUT. COMES BACK INSIDE.
07:59,COMES BACK INSIDE. GETS LUKE KUECHLY.
08:00,GETS LUKE KUECHLY. ONE OF THE THINGS THAT WE
08:02,ONE OF THE THINGS THAT WE THOUGHT WAS GOING TO BE A
08:03,"THOUGHT WAS GOING TO BE A WEAKNESS, MAYBE, WHEN YOU LOOK"
08:05,"WEAKNESS, MAYBE, WHEN YOU LOOK AT THIS DENVER OFFENSE, COULD"
08:06,"AT THIS DENVER OFFENSE, COULD HE HANDLE THE SIZE AND THE"
08:07,HE HANDLE THE SIZE AND THE STRENGTH AND REALLY SPEED OF
08:09,STRENGTH AND REALLY SPEED OF THIS CAROLINA DEFENSE?
08:10,THIS CAROLINA DEFENSE? WHAT A START FOR DENVER'S
08:12,WHAT A START FOR DENVER'S OFFENSIVE LINE.
08:13,OFFENSIVE LINE. JIM: ANDERSON IS REPLACED BY
08:15,JIM: ANDERSON IS REPLACED BY RONNIE HILLMAN.
08:16,RONNIE HILLMAN. AND ANOTHER FIRST DOWN.
08:18,AND ANOTHER FIRST DOWN. NOW AT THE CAROLINA 14.
08:22,NOW AT THE CAROLINA 14. SLIPS.
08:23,SLIPS. HE'S IN TROUBLE.
08:24,HE'S IN TROUBLE. HE'S KNOCKED BACK.
08:25,HE'S KNOCKED BACK. THERE TO MEET HIM IS SHAQ
08:27,"THERE TO MEET HIM IS SHAQ THOMPSON, THE ROOKIE FROM"
08:29,"THOMPSON, THE ROOKIE FROM WASHINGTON."
08:30,WASHINGTON. PHIL: A LOT OF SPEED AT THE
08:32,PHIL: A LOT OF SPEED AT THE LINEBACKER POSITION.
08:33,LINEBACKER POSITION. REALLY IMPORTANT FOR THEM TO BE
08:34,"REALLY IMPORTANT FOR THEM TO BE ABLE TO RUN, MAKE PLAYS, BUT"
08:36,"ABLE TO RUN, MAKE PLAYS, BUT THE GUY THAT MADE THE PLAY WAS"
08:37,"THE GUY THAT MADE THE PLAY WAS CHARLES JOHNSON, NUMBER 95,"
08:38,"CHARLES JOHNSON, NUMBER 95, FROM THE OUTSIDE."
08:40,"FROM THE OUTSIDE. FREED IT UP SO SHAQ THOMPSON,"
08:41,"FREED IT UP SO SHAQ THOMPSON, SAFETY IN COLLEGE, LINEBACKER"
08:42,"SAFETY IN COLLEGE, LINEBACKER IN THE PROS."
08:44,IN THE PROS. JUST LIKE LUKE KUECHLY AND
08:47,"JUST LIKE LUKE KUECHLY AND THOMAS DAVIS, JIM, THEY ALL CAN"
08:50,"THOMAS DAVIS, JIM, THEY ALL CAN RUN AND FAST."
08:51,RUN AND FAST. OF COURSE THEY CAN RUN BUT THEY
08:52,OF COURSE THEY CAN RUN BUT THEY CAN RUN REALLY FAST.
08:56,CAN RUN REALLY FAST. JIM: DEMARYIUS THOMAS IN THE
08:58,JIM: DEMARYIUS THOMAS IN THE SLOT ON THE LEFT SIDE.
09:00,SLOT ON THE LEFT SIDE. SECOND DOWN AND 13.
09:01,SECOND DOWN AND 13. HE'S NOT BEEN TARGETED ON THIS
09:02,HE'S NOT BEEN TARGETED ON THIS OPENING DRIVE.
09:03,OPENING DRIVE. MANNING LOOKING TO THE RIGHT.
09:05,MANNING LOOKING TO THE RIGHT. IT'S KNOCKED DOWN.
09:06,IT'S KNOCKED DOWN. GETTING THERE IN TIME WAS
09:08,GETTING THERE IN TIME WAS ROBERT MCCLAIN.
09:09,"ROBERT MCCLAIN. WHAT A STORY THIS KID, MCCLAIN,"
09:13,"WHAT A STORY THIS KID, MCCLAIN, HE WAS PICKED UP LATE IN THE"
09:15,HE WAS PICKED UP LATE IN THE SEASON AFTER INJURIES TO THE
09:16,SEASON AFTER INJURIES TO THE LIKES OF NATHAN AND DIDN'T SEE
09:19,LIKES OF NATHAN AND DIDN'T SEE ACTION AS A CORNER UNTIL WEEK
09:21,ACTION AS A CORNER UNTIL WEEK 17.
09:22,17. HE'S HAD A STRONG POSTSEASON.
09:24,HE'S HAD A STRONG POSTSEASON. PHIL: HE SURE HAS AND WHAT THEY
09:25,PHIL: HE SURE HAS AND WHAT THEY WERE TRYING TO DO IS THEY WERE
09:27,WERE TRYING TO DO IS THEY WERE TRYING TO RUN A PLAY IN THE
09:29,"TRYING TO RUN A PLAY IN THE A.F.C. CHAMPIONSHIP GAME,"
09:30,"A.F.C. CHAMPIONSHIP GAME, TRYING TO GET THE TOUCHDOWN,"
09:33,"TRYING TO GET THE TOUCHDOWN, AND MCCLAIN, QUICK, FAST, CAN"
09:34,"AND MCCLAIN, QUICK, FAST, CAN REALLY JUMP."
09:35,REALLY JUMP. GOT TO BE CAREFUL.
09:37,GOT TO BE CAREFUL. JIM: AND HERE'S MANNING AGAIN
09:39,JIM: AND HERE'S MANNING AGAIN THIRD AND 13 AND JUST NOTHING
09:40,THIRD AND 13 AND JUST NOTHING THERE.
09:41,THERE. DAVIS THERE TO DEFEND ON
09:42,DAVIS THERE TO DEFEND ON ANDERSON AND THAT WILL BRING
09:44,ANDERSON AND THAT WILL BRING OUT BRANDON MCMANUS FOR A FIELD
09:47,OUT BRANDON MCMANUS FOR A FIELD GOAL ATTEMPT.
09:48,"GOAL ATTEMPT. PHIL: BOTH SIDES, THE DEFENSE"
09:50,"PHIL: BOTH SIDES, THE DEFENSE ARE HAPPY TO GET OFF THE FIELD"
09:51,ARE HAPPY TO GET OFF THE FIELD AFTER THAT HORRIBLE START.
09:53,AFTER THAT HORRIBLE START. A LOT OF CONFIDENCE HAS TO GO
09:54,"A LOT OF CONFIDENCE HAS TO GO TO DENVER AS YOU OFFENSE,"
09:56,"TO DENVER AS YOU OFFENSE, GETTING PROTECTION FROM PEYTON"
09:57,"GETTING PROTECTION FROM PEYTON MANNING, HITTING THOSE PASSES."
09:59,"MANNING, HITTING THOSE PASSES. KEEPING THAT CALM."
10:02,KEEPING THAT CALM. CAROLINA DEFENSE BALANCE.
10:07,CAROLINA DEFENSE BALANCE. JIM: MCMANUS HAS BEEN 7-7 IN
10:09,JIM: MCMANUS HAS BEEN 7-7 IN THE POSTSEASON.
10:11,THE POSTSEASON. THE KICK IS GOOD.
10:12,THE KICK IS GOOD. THEY PICK UP THREE FIRST DOWNS
10:15,THEY PICK UP THREE FIRST DOWNS ON THIS OPENING DRIVE BEFORE IT
10:17,ON THIS OPENING DRIVE BEFORE IT BOGS DOWN IN THE RED ZONE BUT
10:19,BOGS DOWN IN THE RED ZONE BUT THEY COME AWAY WITH AN OPENING
10:20,THEY COME AWAY WITH AN OPENING THREE.
10:30,JIM: PEYTON COMPLETED FOUR OUT
10:33,JIM: PEYTON COMPLETED FOUR OUT OF SIX ON THAT OPENING SERIES
10:34,OF SIX ON THAT OPENING SERIES FOR 47 YARDS.
10:35,FOR 47 YARDS. LEADS TO A MCMANUS 34-YARD
10:38,LEADS TO A MCMANUS 34-YARD FIELD GOAL AND CAROLINA TRAILS
10:40,FIELD GOAL AND CAROLINA TRAILS FOR THE FIRST TIME IN THE
10:41,FOR THE FIRST TIME IN THE POSTSEASON.
10:47,POSTSEASON. HAVING OUTSCORED SEATTLE IN
10:49,HAVING OUTSCORED SEATTLE IN FIRST HALF ACTION.
10:50,"FIRST HALF ACTION. STEPPING UP FOR IT, HERE IS"
10:52,"STEPPING UP FOR IT, HERE IS WHITAKER AFTER THE MCMANUS"
10:56,"WHITAKER AFTER THE MCMANUS KICKOFF AND RUNS INTO SHAQ,"
11:01,"KICKOFF AND RUNS INTO SHAQ, BARRETT AND COMPANY INCLUDING"
11:02,BARRETT AND COMPANY INCLUDING LATIMER AS WELL.
11:03,LATIMER AS WELL. CAM NEWTON READY TO GET THINGS
11:04,CAM NEWTON READY TO GET THINGS STARTED FOR CAROLINA.
11:06,STARTED FOR CAROLINA. TAKE THAT FIELD FOR THE FIRST
11:07,TAKE THAT FIELD FOR THE FIRST TIME.
11:08,TIME. THE 26-YEAR-OLD M.V.P. WILL
11:11,THE 26-YEAR-OLD M.V.P. WILL HAVE HIS FIRST ACTION IN A
11:12,HAVE HIS FIRST ACTION IN A MOMENT.
11:18,MOMENT. JIM: SUPER BOWL 50 ON CBS IS
11:21,JIM: SUPER BOWL 50 ON CBS IS SPONSORED BY BUTT LIGHT.
11:23,SPONSORED BY BUTT LIGHT. PLEASE DRINK RESPONSIBLY.
11:26,PLEASE DRINK RESPONSIBLY. -- BY BUD LIGHT.
11:27,-- BY BUD LIGHT. PLEASE DRINK RESPONSIBLY.
11:29,"PLEASE DRINK RESPONSIBLY. THE NEW HYUNDAI ELANTRA, PROUD"
11:33,"THE NEW HYUNDAI ELANTRA, PROUD SPONSOR OF THE NFL."
11:34,"SPONSOR OF THE NFL. SNICKERS, YOU'RE NOT YOU WHEN"
11:35,"SNICKERS, YOU'RE NOT YOU WHEN YOU'RE HUNGRY."
11:37,YOU'RE HUNGRY. SNICKERS SATISFIES.
11:39,SNICKERS SATISFIES. SNAPSHOTS FROM THE FIRST-EVER
11:42,SNAPSHOTS FROM THE FIRST-EVER SUPER BOWL BACK THEN KNOWN AS
11:44,SUPER BOWL BACK THEN KNOWN AS THE NFL-AFL CHAMPIONSHIP.
11:47,"THE NFL-AFL CHAMPIONSHIP. NEWTON, AS CUSTOMARY, SAYS A"
11:50,"NEWTON, AS CUSTOMARY, SAYS A LITTLE PRAYER, GOES BACK TO HIS"
11:51,"LITTLE PRAYER, GOES BACK TO HIS SENIOR YEAR IN HIGH SCHOOL WHEN"
11:52,SENIOR YEAR IN HIGH SCHOOL WHEN HE FRACTURED AN ANKLE AND SHE
11:55,HE FRACTURED AN ANKLE AND SHE WAS WORRIED IF HE WOULD EVER
11:57,WAS WORRIED IF HE WOULD EVER PLAY FOOTBALL.
11:58,"PLAY FOOTBALL. HE SAID, MOM, I'LL SAY A PRAYER"
